"subj_idx","series","condition","misNum","shapeEn","shapeNameEn","characterNameEn","mean_rt","med_rt","acc"
"sv020009",1,"match",1,"square",NA,"mother",705.834204545455,696.355,0.977272727272727
"sv020009",1,"match",1,"triangle",NA,"self",670.976195652174,657.215,1
"sv020009",1,"match",2,"circular",NA,"stranger",743.028829787234,742.35,0.936170212765957
"sv020009",1,"match",2,"pentagon",NA,"friend",710.315108695652,690.9025,0.978260869565217
"sv020009",1,"match",2,"square",NA,"mother",680.173510638298,686.505,0.957446808510638
"sv020009",1,"match",2,"triangle",NA,"self",649.8603125,646.345,1
"sv020009",1,"match",3,"circular",NA,"stranger",723.174444444444,703.4075,0.972222222222222
"sv020009",1,"match",3,"pentagon",NA,"friend",711.653625,696.6475,0.925
"sv020009",1,"match",3,"square",NA,"mother",657.578382352941,660.295,0.911764705882353
"sv020009",1,"match",3,"triangle",NA,"self",636.398815789474,635,1
"sv020009",1,"mismatch",1,"circular",NA,"self",734.531666666667,745.85,0.933333333333333
"sv020009",1,"mismatch",1,"pentagon",NA,"stranger",743.512391304348,728.0725,0.978260869565217
"sv020009",1,"mismatch",1,"square",NA,"friend",778.586707317073,772.385,0.878048780487805
"sv020009",1,"mismatch",1,"triangle",NA,"mother",706.026704545455,709.36,0.954545454545455
"sv020009",1,"mismatch",2,"circular",NA,"mother",760.531304347826,761.135,0.91304347826087
"sv020009",1,"mismatch",2,"circular",NA,"self",706.080208333333,715.0525,0.75
"sv020009",1,"mismatch",2,"pentagon",NA,"self",723.981086956522,735.45,1
"sv020009",1,"mismatch",2,"pentagon",NA,"stranger",800.015,809.35,1
"sv020009",1,"mismatch",2,"square",NA,"friend",763.595227272727,784.045,0.818181818181818
"sv020009",1,"mismatch",2,"square",NA,"stranger",789.95275,784.6875,1
"sv020009",1,"mismatch",2,"triangle",NA,"friend",722.073125,702.86,1
"sv020009",1,"mismatch",2,"triangle",NA,"mother",707.648958333333,708.9775,1
"sv020009",1,"mismatch",3,"circular",NA,"friend",800.24125,798.145,1
"sv020009",1,"mismatch",3,"circular",NA,"mother",773.73,778.77,1
"sv020009",1,"mismatch",3,"circular",NA,"self",713.155,771.345,0.818181818181818
"sv020009",1,"mismatch",3,"pentagon",NA,"mother",743.442916666667,753.6975,0.916666666666667
"sv020009",1,"mismatch",3,"pentagon",NA,"self",689.01875,664.61,1
"sv020009",1,"mismatch",3,"pentagon",NA,"stranger",758.924545454545,748.355,1
"sv020009",1,"mismatch",3,"square",NA,"friend",751.2205,772.075,0.6
"sv020009",1,"mismatch",3,"square",NA,"self",717.720625,752.645,0.875
"sv020009",1,"mismatch",3,"square",NA,"stranger",725.8815,710.39,1
"sv020009",1,"mismatch",3,"triangle",NA,"friend",706.1445,704.035,1
"sv020009",1,"mismatch",3,"triangle",NA,"mother",683.260357142857,659.08,1
"sv020009",1,"mismatch",3,"triangle",NA,"stranger",688.185416666667,697.71,1
"sv020010",0,"match",1,"circular","circular",NA,700.086956521739,644,0.934782608695652
"sv020010",0,"match",1,"pentagon","pentagon",NA,760.488888888889,741,0.933333333333333
"sv020010",0,"match",1,"square","square",NA,705.979166666667,691.5,0.958333333333333
"sv020010",0,"match",1,"triangle","triangle",NA,679.208333333333,633.5,1
"sv020010",0,"match",2,"circular","circular",NA,663.020833333333,617.5,0.958333333333333
"sv020010",0,"match",2,"pentagon","pentagon",NA,725.886363636364,684.5,0.840909090909091
"sv020010",0,"match",2,"square","square",NA,670.978260869565,642.5,0.869565217391304
"sv020010",0,"match",2,"triangle","triangle",NA,686.391304347826,649.5,0.934782608695652
"sv020010",0,"match",3,"circular","circular",NA,688.222222222222,649,0.711111111111111
"sv020010",0,"match",3,"pentagon","pentagon",NA,731.613636363636,696,0.909090909090909
"sv020010",0,"match",3,"square","square",NA,710.707317073171,672,0.902439024390244
"sv020010",0,"match",3,"triangle","triangle",NA,720.767441860465,666,0.906976744186046
"sv020010",0,"mismatch",1,"circular","triangle",NA,711.717391304348,701.5,0.956521739130435
"sv020010",0,"mismatch",1,"pentagon","circular",NA,779.382978723404,775,0.978723404255319
"sv020010",0,"mismatch",1,"square","pentagon",NA,737.936170212766,708,0.893617021276596
"sv020010",0,"mismatch",1,"triangle","square",NA,738.291666666667,721.5,0.958333333333333
"sv020010",0,"mismatch",2,"circular","square",NA,792.708333333333,729.5,0.958333333333333
"sv020010",0,"mismatch",2,"circular","triangle",NA,712,716,0.833333333333333
"sv020010",0,"mismatch",2,"pentagon","circular",NA,727.909090909091,713.5,0.954545454545455
"sv020010",0,"mismatch",2,"pentagon","triangle",NA,715.041666666667,717.5,0.833333333333333
"sv020010",0,"mismatch",2,"square","circular",NA,694.545454545455,706.5,0.863636363636364
"sv020010",0,"mismatch",2,"square","pentagon",NA,731.619047619048,701,0.857142857142857
"sv020010",0,"mismatch",2,"triangle","pentagon",NA,712.916666666667,718,0.958333333333333
"sv020010",0,"mismatch",2,"triangle","square",NA,669.954545454545,661,0.863636363636364
"sv020010",0,"mismatch",3,"circular","pentagon",NA,720.142857142857,699.5,0.785714285714286
"sv020010",0,"mismatch",3,"circular","square",NA,765,739,0.933333333333333
"sv020010",0,"mismatch",3,"circular","triangle",NA,768.357142857143,716.5,0.928571428571429
"sv020010",0,"mismatch",3,"pentagon","circular",NA,718.071428571429,689,0.571428571428571
"sv020010",0,"mismatch",3,"pentagon","square",NA,825.6,871.5,0.6
"sv020010",0,"mismatch",3,"pentagon","triangle",NA,780.3125,734,0.8125
"sv020010",0,"mismatch",3,"square","circular",NA,734.066666666667,688,1
"sv020010",0,"mismatch",3,"square","pentagon",NA,748.666666666667,744,0.916666666666667
"sv020010",0,"mismatch",3,"square","triangle",NA,776.066666666667,762,0.933333333333333
"sv020010",0,"mismatch",3,"triangle","circular",NA,729.133333333333,700,0.933333333333333
"sv020010",0,"mismatch",3,"triangle","pentagon",NA,769.875,722,0.9375
"sv020010",0,"mismatch",3,"triangle","square",NA,764.066666666667,769,0.866666666666667
"sv020010",1,"match",1,"circular",NA,"stranger",771.238095238095,773,0.785714285714286
"sv020010",1,"match",1,"pentagon",NA,"friend",798.363636363636,799.5,0.727272727272727
"sv020010",1,"match",1,"square",NA,"mother",794.977272727273,774,0.681818181818182
"sv020010",1,"match",1,"triangle",NA,"self",755.765957446809,713,0.787234042553192
"sv020010",1,"match",2,"circular",NA,"stranger",786.170731707317,737,0.878048780487805
"sv020010",1,"match",2,"pentagon",NA,"friend",746.135135135135,710,0.891891891891892
"sv020010",1,"match",2,"square",NA,"mother",773.95,716,0.575
"sv020010",1,"match",2,"triangle",NA,"self",696.928571428571,662,0.928571428571429
"sv020010",1,"match",3,"circular",NA,"stranger",750.761904761905,749,0.69047619047619
"sv020010",1,"match",3,"pentagon",NA,"friend",819.4,807,0.755555555555556
"sv020010",1,"match",3,"square",NA,"mother",751.829787234043,716,0.872340425531915
"sv020010",1,"match",3,"triangle",NA,"self",703.276595744681,698,0.914893617021277
"sv020010",1,"mismatch",1,"circular",NA,"self",804.386363636364,800,0.977272727272727
"sv020010",1,"mismatch",1,"pentagon",NA,"stranger",864,848,0.837209302325581
"sv020010",1,"mismatch",1,"square",NA,"friend",820.113636363636,813,0.818181818181818
"sv020010",1,"mismatch",1,"triangle",NA,"mother",763.787234042553,740,0.829787234042553
"sv020010",1,"mismatch",2,"circular",NA,"mother",812.35,791,1
"sv020010",1,"mismatch",2,"circular",NA,"self",769.05,706,0.9
"sv020010",1,"mismatch",2,"pentagon",NA,"self",741.136363636364,749,0.954545454545455
"sv020010",1,"mismatch",2,"pentagon",NA,"stranger",833.555555555556,862.5,0.944444444444444
"sv020010",1,"mismatch",2,"square",NA,"friend",798.227272727273,800,0.636363636363636
"sv020010",1,"mismatch",2,"square",NA,"stranger",769.545454545455,764,0.954545454545455
"sv020010",1,"mismatch",2,"triangle",NA,"friend",740.666666666667,706,1
"sv020010",1,"mismatch",2,"triangle",NA,"mother",750.052631578947,727,0.894736842105263
"sv020010",1,"mismatch",3,"circular",NA,"friend",842.230769230769,835,0.923076923076923
"sv020010",1,"mismatch",3,"circular",NA,"mother",792.25,770,0.75
"sv020010",1,"mismatch",3,"circular",NA,"self",810.75,791,0.9375
"sv020010",1,"mismatch",3,"pentagon",NA,"mother",854.333333333333,836,0.866666666666667
"sv020010",1,"mismatch",3,"pentagon",NA,"self",842.875,882,0.875
"sv020010",1,"mismatch",3,"pentagon",NA,"stranger",852.428571428571,847,0.857142857142857
"sv020010",1,"mismatch",3,"square",NA,"friend",879.818181818182,902,0.363636363636364
"sv020010",1,"mismatch",3,"square",NA,"self",807,776,0.933333333333333
"sv020010",1,"mismatch",3,"square",NA,"stranger",839.4375,810,0.875
"sv020010",1,"mismatch",3,"triangle",NA,"friend",809.785714285714,758,0.928571428571429
"sv020010",1,"mismatch",3,"triangle",NA,"mother",804.333333333333,776,0.533333333333333
"sv020010",1,"mismatch",3,"triangle",NA,"stranger",789.333333333333,806.5,0.833333333333333
"sv020011",0,"match",1,"circular","circular",NA,641.517391304348,600.85,1
"sv020011",0,"match",1,"pentagon","pentagon",NA,712.183333333333,683.6,0.916666666666667
"sv020011",0,"match",1,"square","square",NA,643.102083333333,628.75,0.916666666666667
"sv020011",0,"match",1,"triangle","triangle",NA,672.258333333333,661.8,0.916666666666667
"sv020011",0,"match",2,"circular","circular",NA,657.541666666667,633.7,1
"sv020011",0,"match",2,"pentagon","pentagon",NA,757.695833333333,733.7,0.916666666666667
"sv020011",0,"match",2,"square","square",NA,678.302083333333,655.55,1
"sv020011",0,"match",2,"triangle","triangle",NA,688.668085106383,670.7,0.957446808510638
"sv020011",0,"match",3,"circular","circular",NA,710.954166666667,687.1,1
"sv020011",0,"match",3,"pentagon","pentagon",NA,834.328260869565,792.4,0.91304347826087
"sv020011",0,"match",3,"square","square",NA,721.179166666667,707.05,0.979166666666667
"sv020011",0,"match",3,"triangle","triangle",NA,754.633333333333,734.4,0.979166666666667
"sv020011",0,"mismatch",1,"circular","triangle",NA,726.311111111111,707.6,0.977777777777778
"sv020011",0,"mismatch",1,"pentagon","circular",NA,716.45625,688.65,0.979166666666667
"sv020011",0,"mismatch",1,"square","pentagon",NA,794.360416666667,762.5,0.958333333333333
"sv020011",0,"mismatch",1,"triangle","square",NA,733.197872340426,707.9,0.978723404255319
"sv020011",0,"mismatch",2,"circular","square",NA,779.078260869565,762.7,1
"sv020011",0,"mismatch",2,"circular","triangle",NA,825.566666666667,794.6,1
"sv020011",0,"mismatch",2,"pentagon","circular",NA,696.095833333333,691.75,1
"sv020011",0,"mismatch",2,"pentagon","triangle",NA,763.3875,746.7,1
"sv020011",0,"mismatch",2,"square","circular",NA,706.475,684.5,1
"sv020011",0,"mismatch",2,"square","pentagon",NA,804.7875,811.75,0.958333333333333
"sv020011",0,"mismatch",2,"triangle","pentagon",NA,769.841666666667,739.5,1
"sv020011",0,"mismatch",2,"triangle","square",NA,739.329166666667,748.7,1
"sv020011",0,"mismatch",3,"circular","pentagon",NA,777.7875,785.85,0.9375
"sv020011",0,"mismatch",3,"circular","square",NA,819.9125,771.65,1
"sv020011",0,"mismatch",3,"circular","triangle",NA,800.45,814.55,0.9375
"sv020011",0,"mismatch",3,"pentagon","circular",NA,746.925,729.65,1
"sv020011",0,"mismatch",3,"pentagon","square",NA,837.446666666667,833.4,0.866666666666667
"sv020011",0,"mismatch",3,"pentagon","triangle",NA,752.92,752.6,1
"sv020011",0,"mismatch",3,"square","circular",NA,831.9,773.65,0.875
"sv020011",0,"mismatch",3,"square","pentagon",NA,872.8375,845.9,1
"sv020011",0,"mismatch",3,"square","triangle",NA,771.253333333333,763,1
"sv020011",0,"mismatch",3,"triangle","circular",NA,714.90625,699.75,0.9375
"sv020011",0,"mismatch",3,"triangle","pentagon",NA,775.85625,732.9,1
"sv020011",0,"mismatch",3,"triangle","square",NA,814.90625,786.35,1
"sv020011",1,"match",1,"circular",NA,"stranger",882.713043478261,866.1,0.739130434782609
"sv020011",1,"match",1,"pentagon",NA,"friend",785.261363636364,780.2,0.818181818181818
"sv020011",1,"match",1,"square",NA,"mother",925.9,878.6,0.731707317073171
"sv020011",1,"match",1,"triangle",NA,"self",803.368888888889,768.6,0.933333333333333
"sv020011",1,"match",2,"circular",NA,"stranger",896.110638297872,845.7,0.765957446808511
"sv020011",1,"match",2,"pentagon",NA,"friend",921.15,888.05,0.880952380952381
"sv020011",1,"match",2,"square",NA,"mother",879.431818181818,851.55,0.840909090909091
"sv020011",1,"match",2,"triangle",NA,"self",799.280434782609,778.95,0.956521739130435
"sv020011",1,"match",3,"circular",NA,"stranger",864.111363636364,806.8,0.909090909090909
"sv020011",1,"match",3,"pentagon",NA,"friend",801.497674418605,825.5,0.953488372093023
"sv020011",1,"match",3,"square",NA,"mother",827.470731707317,793.9,0.926829268292683
"sv020011",1,"match",3,"triangle",NA,"self",804.830434782609,805.6,0.934782608695652
"sv020011",1,"mismatch",1,"circular",NA,"self",898.539534883721,898.2,0.906976744186046
"sv020011",1,"mismatch",1,"pentagon",NA,"stranger",882.538095238095,877.55,0.952380952380952
"sv020011",1,"mismatch",1,"square",NA,"friend",938.463888888889,891.95,0.972222222222222
"sv020011",1,"mismatch",1,"triangle",NA,"mother",879.193617021277,882,0.978723404255319
"sv020011",1,"mismatch",2,"circular",NA,"mother",942.436363636364,895.8,1
"sv020011",1,"mismatch",2,"circular",NA,"self",981.79,1023.9,0.95
"sv020011",1,"mismatch",2,"pentagon",NA,"self",852.377272727273,830.55,0.954545454545455
"sv020011",1,"mismatch",2,"pentagon",NA,"stranger",895.11,843.6,0.95
"sv020011",1,"mismatch",2,"square",NA,"friend",998.141176470588,1026.3,0.941176470588235
"sv020011",1,"mismatch",2,"square",NA,"stranger",907.927272727273,905.9,1
"sv020011",1,"mismatch",2,"triangle",NA,"friend",914.390909090909,914.15,1
"sv020011",1,"mismatch",2,"triangle",NA,"mother",872.927272727273,865.3,1
"sv020011",1,"mismatch",3,"circular",NA,"friend",948.686666666667,976.7,0.933333333333333
"sv020011",1,"mismatch",3,"circular",NA,"mother",903.746153846154,891.7,0.923076923076923
"sv020011",1,"mismatch",3,"circular",NA,"self",993.918181818182,956.3,0.818181818181818
"sv020011",1,"mismatch",3,"pentagon",NA,"mother",924.7,920.8,0.923076923076923
"sv020011",1,"mismatch",3,"pentagon",NA,"self",869.39375,868.6,1
"sv020011",1,"mismatch",3,"pentagon",NA,"stranger",1023.71875,1051.5,0.9375
"sv020011",1,"mismatch",3,"square",NA,"friend",908.2,881.9,1
"sv020011",1,"mismatch",3,"square",NA,"self",854.333333333333,842.6,1
"sv020011",1,"mismatch",3,"square",NA,"stranger",934.192857142857,906.25,1
"sv020011",1,"mismatch",3,"triangle",NA,"friend",989.946666666667,959.6,0.933333333333333
"sv020011",1,"mismatch",3,"triangle",NA,"mother",827.25,828.25,1
"sv020011",1,"mismatch",3,"triangle",NA,"stranger",906.25,913.85,0.928571428571429
"sv020012",0,"match",1,"circular","circular",NA,588.86875,589.25,1
"sv020012",0,"match",1,"pentagon","pentagon",NA,716.121739130435,696,0.978260869565217
"sv020012",0,"match",1,"square","square",NA,664.957446808511,653.7,1
"sv020012",0,"match",1,"triangle","triangle",NA,628.266666666667,603.6,1
"sv020012",0,"match",2,"circular","circular",NA,581.721739130435,576.25,1
"sv020012",0,"match",2,"pentagon","pentagon",NA,691.946808510638,688.5,1
"sv020012",0,"match",2,"square","square",NA,650.108333333333,629.9,1
"sv020012",0,"match",2,"triangle","triangle",NA,630.041666666667,616.8,1
"sv020012",0,"match",3,"circular","circular",NA,558.593617021277,550.4,0.978723404255319
"sv020012",0,"match",3,"pentagon","pentagon",NA,647.382978723404,625.4,0.978723404255319
"sv020012",0,"match",3,"square","square",NA,601.870833333333,576,1
"sv020012",0,"match",3,"triangle","triangle",NA,594.3875,569.6,1
"sv020012",0,"mismatch",1,"circular","triangle",NA,743.397777777778,704.8,1
"sv020012",0,"mismatch",1,"pentagon","circular",NA,748.931914893617,740.5,1
"sv020012",0,"mismatch",1,"square","pentagon",NA,734.991666666667,716.8,0.958333333333333
"sv020012",0,"mismatch",1,"triangle","square",NA,728.710869565217,739.85,0.934782608695652
"sv020012",0,"mismatch",2,"circular","square",NA,694.963636363636,689.65,1
"sv020012",0,"mismatch",2,"circular","triangle",NA,728.329166666667,728.65,1
"sv020012",0,"mismatch",2,"pentagon","circular",NA,713.413636363636,696.75,1
"sv020012",0,"mismatch",2,"pentagon","triangle",NA,724.275,708.15,1
"sv020012",0,"mismatch",2,"square","circular",NA,708.179166666667,711.5,0.958333333333333
"sv020012",0,"mismatch",2,"square","pentagon",NA,696.990909090909,682.2,0.954545454545455
"sv020012",0,"mismatch",2,"triangle","pentagon",NA,745.919047619048,750.2,1
"sv020012",0,"mismatch",2,"triangle","square",NA,721.1625,701.3,1
"sv020012",0,"mismatch",3,"circular","pentagon",NA,655.66875,635.65,1
"sv020012",0,"mismatch",3,"circular","square",NA,757.19375,722.8,1
"sv020012",0,"mismatch",3,"circular","triangle",NA,666.5625,661.6,1
"sv020012",0,"mismatch",3,"pentagon","circular",NA,644.53125,642.4,1
"sv020012",0,"mismatch",3,"pentagon","square",NA,644.14375,630.45,1
"sv020012",0,"mismatch",3,"pentagon","triangle",NA,667.5,657.05,1
"sv020012",0,"mismatch",3,"square","circular",NA,679.7,644.5,0.933333333333333
"sv020012",0,"mismatch",3,"square","pentagon",NA,648.45625,640.55,0.9375
"sv020012",0,"mismatch",3,"square","triangle",NA,694.80625,655.45,1
"sv020012",0,"mismatch",3,"triangle","circular",NA,625.74,615.7,1
"sv020012",0,"mismatch",3,"triangle","pentagon",NA,689.00625,677.1,1
"sv020012",0,"mismatch",3,"triangle","square",NA,676.646666666667,663.5,0.933333333333333
"sv020012",1,"match",1,"circular",NA,"stranger",733.016666666667,715.25,0.976190476190476
"sv020012",1,"match",1,"pentagon",NA,"friend",742.531818181818,698.95,1
"sv020012",1,"match",1,"square",NA,"mother",712.19347826087,677.4,1
"sv020012",1,"match",1,"triangle",NA,"self",735.76,705.7,1
"sv020012",1,"match",2,"circular",NA,"stranger",720.529787234043,694.7,0.978723404255319
"sv020012",1,"match",2,"pentagon",NA,"friend",752.029545454545,727.9,1
"sv020012",1,"match",2,"square",NA,"mother",692.176086956522,666.1,1
"sv020012",1,"match",2,"triangle",NA,"self",727.32,697.4,0.977777777777778
"sv020012",1,"match",3,"circular",NA,"stranger",713.49347826087,675.1,1
"sv020012",1,"match",3,"pentagon",NA,"friend",703.534782608696,683.15,1
"sv020012",1,"match",3,"square",NA,"mother",680.486363636364,647.3,0.977272727272727
"sv020012",1,"match",3,"triangle",NA,"self",691.195744680851,643.8,1
"sv020012",1,"mismatch",1,"circular",NA,"self",780.248837209302,759.2,1
"sv020012",1,"mismatch",1,"pentagon",NA,"stranger",853.854761904762,858.7,1
"sv020012",1,"mismatch",1,"square",NA,"friend",823.093023255814,798.6,0.883720930232558
"sv020012",1,"mismatch",1,"triangle",NA,"mother",777.984090909091,771.9,1
"sv020012",1,"mismatch",2,"circular",NA,"mother",739.091304347826,732.9,1
"sv020012",1,"mismatch",2,"circular",NA,"self",766.152380952381,752.7,0.952380952380952
"sv020012",1,"mismatch",2,"pentagon",NA,"self",744.361111111111,723.1,1
"sv020012",1,"mismatch",2,"pentagon",NA,"stranger",787.227272727273,769.8,0.954545454545455
"sv020012",1,"mismatch",2,"square",NA,"friend",823.263636363636,814.7,0.954545454545455
"sv020012",1,"mismatch",2,"square",NA,"stranger",789.822727272727,782.7,1
"sv020012",1,"mismatch",2,"triangle",NA,"friend",756.285714285714,770.8,1
"sv020012",1,"mismatch",2,"triangle",NA,"mother",759.155,767.25,1
"sv020012",1,"mismatch",3,"circular",NA,"friend",747.938461538462,731.8,1
"sv020012",1,"mismatch",3,"circular",NA,"mother",743.207142857143,732.4,1
"sv020012",1,"mismatch",3,"circular",NA,"self",778.064285714286,749.55,1
"sv020012",1,"mismatch",3,"pentagon",NA,"mother",806.525,797.1,1
"sv020012",1,"mismatch",3,"pentagon",NA,"self",720.346153846154,700.4,1
"sv020012",1,"mismatch",3,"pentagon",NA,"stranger",779.575,742.65,1
"sv020012",1,"mismatch",3,"square",NA,"friend",783.381818181818,748.2,1
"sv020012",1,"mismatch",3,"square",NA,"self",768.921428571429,749.2,1
"sv020012",1,"mismatch",3,"square",NA,"stranger",723.961538461538,697.2,1
"sv020012",1,"mismatch",3,"triangle",NA,"friend",733.0625,700.75,1
"sv020012",1,"mismatch",3,"triangle",NA,"mother",750.6125,709,1
"sv020012",1,"mismatch",3,"triangle",NA,"stranger",747.575,720.9,0.916666666666667
"sv020013",0,"match",1,"circular","circular",NA,520.26666666875,501.99999995,1
"sv020013",0,"match",1,"pentagon","pentagon",NA,579.053191489362,580.1999999,0.957446808510638
"sv020013",0,"match",1,"square","square",NA,522.716279081395,508.6999999,1
"sv020013",0,"match",1,"triangle","triangle",NA,536.880851059574,522.5999999,0.914893617021277
"sv020013",0,"match",2,"circular","circular",NA,499.98749999375,489.5,0.833333333333333
"sv020013",0,"match",2,"pentagon","pentagon",NA,557.589583320833,548.79999995,0.875
"sv020013",0,"match",2,"square","square",NA,494.366666664583,490.05000005,0.979166666666667
"sv020013",0,"match",2,"triangle","triangle",NA,517.289361710638,505.1,0.936170212765957
"sv020013",0,"match",3,"circular","circular",NA,486.727659578723,479.9,0.957446808510638
"sv020013",0,"match",3,"pentagon","pentagon",NA,532.608333314583,529.4,0.916666666666667
"sv020013",0,"match",3,"square","square",NA,524.0812500125,518,0.979166666666667
"sv020013",0,"match",3,"triangle","triangle",NA,498.559574478723,493.5,0.914893617021277
"sv020013",0,"mismatch",1,"circular","triangle",NA,588.912765959574,578.9,0.893617021276596
"sv020013",0,"mismatch",1,"pentagon","circular",NA,568.710869558696,557.35,1
"sv020013",0,"mismatch",1,"square","pentagon",NA,609.555813944186,613.3,0.953488372093023
"sv020013",0,"mismatch",1,"triangle","square",NA,581.655555568889,584,0.955555555555556
"sv020013",0,"mismatch",2,"circular","square",NA,565.912500004167,551.59999995,0.958333333333333
"sv020013",0,"mismatch",2,"circular","triangle",NA,522.191304334783,510.5,1
"sv020013",0,"mismatch",2,"pentagon","circular",NA,533.7458333375,529.30000005,0.958333333333333
"sv020013",0,"mismatch",2,"pentagon","triangle",NA,594.482608686956,577.8,0.91304347826087
"sv020013",0,"mismatch",2,"square","circular",NA,528.495652165217,534.8,0.956521739130435
"sv020013",0,"mismatch",2,"square","pentagon",NA,577.247826086956,560.3,0.826086956521739
"sv020013",0,"mismatch",2,"triangle","pentagon",NA,583.669565217391,571.8,0.91304347826087
"sv020013",0,"mismatch",2,"triangle","square",NA,581.016666666667,582.10000005,0.916666666666667
"sv020013",0,"mismatch",3,"circular","pentagon",NA,535.4125,521.75,0.9375
"sv020013",0,"mismatch",3,"circular","square",NA,546.978571435714,531.6,1
"sv020013",0,"mismatch",3,"circular","triangle",NA,508.539999993333,528,0.933333333333333
"sv020013",0,"mismatch",3,"pentagon","circular",NA,537.933333353333,530.4000001,1
"sv020013",0,"mismatch",3,"pentagon","square",NA,593.140000006667,596.9,0.866666666666667
"sv020013",0,"mismatch",3,"pentagon","triangle",NA,526.02500000625,532.05,0.9375
"sv020013",0,"mismatch",3,"square","circular",NA,530.68125000625,530.75000005,1
"sv020013",0,"mismatch",3,"square","pentagon",NA,488.2562500125,498.94999995,0.6875
"sv020013",0,"mismatch",3,"square","triangle",NA,546.413333353333,541.0999999,1
"sv020013",0,"mismatch",3,"triangle","circular",NA,525.16666666,520.3,1
"sv020013",0,"mismatch",3,"triangle","pentagon",NA,556.88125001875,553.9,0.9375
"sv020013",0,"mismatch",3,"triangle","square",NA,561.286666666667,547.7,0.933333333333333
"sv020013",1,"match",1,"circular",NA,"stranger",584.234782619565,590.5,0.630434782608696
"sv020013",1,"match",1,"pentagon",NA,"friend",575.450000002273,571.64999995,0.863636363636364
"sv020013",1,"match",1,"square",NA,"mother",555.097872344681,546.0999999,0.872340425531915
"sv020013",1,"match",1,"triangle",NA,"self",550.193617017021,524.5,0.872340425531915
"sv020013",1,"match",2,"circular",NA,"stranger",582.4857143,582.00000005,0.69047619047619
"sv020013",1,"match",2,"pentagon",NA,"friend",591.390476190476,585.89999995,0.833333333333333
"sv020013",1,"match",2,"square",NA,"mother",582.612500002083,562.6,0.958333333333333
"sv020013",1,"match",2,"triangle",NA,"self",533.454347821739,536.99999995,0.869565217391304
"sv020013",1,"match",3,"circular",NA,"stranger",554.821739126087,546.9,0.652173913043478
"sv020013",1,"match",3,"pentagon",NA,"friend",566.795348825581,562.4,0.767441860465116
"sv020013",1,"match",3,"square",NA,"mother",546.122727277273,533.55,0.863636363636364
"sv020013",1,"match",3,"triangle",NA,"self",531.236170210638,505.8,0.957446808510638
"sv020013",1,"mismatch",1,"circular",NA,"self",588.38723402766,584.7,0.872340425531915
"sv020013",1,"mismatch",1,"pentagon",NA,"stranger",595.245454556818,584.1,0.954545454545455
"sv020013",1,"mismatch",1,"square",NA,"friend",627.671428564286,634.8,0.952380952380952
"sv020013",1,"mismatch",1,"triangle",NA,"mother",590.243181806818,587.65,0.977272727272727
"sv020013",1,"mismatch",2,"circular",NA,"mother",595.895833320833,601.85,0.916666666666667
"sv020013",1,"mismatch",2,"circular",NA,"self",570.047826108696,574.7,0.869565217391304
"sv020013",1,"mismatch",2,"pentagon",NA,"self",610.199999995455,600.6,0.954545454545455
"sv020013",1,"mismatch",2,"pentagon",NA,"stranger",603.590476190476,591.2,0.857142857142857
"sv020013",1,"mismatch",2,"square",NA,"friend",602.299999990476,584.2,0.761904761904762
"sv020013",1,"mismatch",2,"square",NA,"stranger",604.373913047826,588.9,0.91304347826087
"sv020013",1,"mismatch",2,"triangle",NA,"friend",582.923809528571,588.4,0.857142857142857
"sv020013",1,"mismatch",2,"triangle",NA,"mother",576.639999995,574.19999995,0.85
"sv020013",1,"mismatch",3,"circular",NA,"friend",540.15625,539.55000005,0.9375
"sv020013",1,"mismatch",3,"circular",NA,"mother",571.89374998125,586.4,0.9375
"sv020013",1,"mismatch",3,"circular",NA,"self",539.06250001875,543.65,0.625
"sv020013",1,"mismatch",3,"pentagon",NA,"mother",576.75,569.2,0.8125
"sv020013",1,"mismatch",3,"pentagon",NA,"self",567.26249999375,580.19999995,0.875
"sv020013",1,"mismatch",3,"pentagon",NA,"stranger",568.853333353333,527.7,1
"sv020013",1,"mismatch",3,"square",NA,"friend",561.27333334,541,0.866666666666667
"sv020013",1,"mismatch",3,"square",NA,"self",567.269230761538,594.5,0.846153846153846
"sv020013",1,"mismatch",3,"square",NA,"stranger",518.226666673333,503.1,1
"sv020013",1,"mismatch",3,"triangle",NA,"friend",581.81874999375,587.75,0.8125
"sv020013",1,"mismatch",3,"triangle",NA,"mother",577.13749999375,576.8,0.9375
"sv020013",1,"mismatch",3,"triangle",NA,"stranger",565.55624999375,572.09999995,1
"sv020014",0,"match",1,"circular","circular",NA,645.584782608696,631.6575,0.978260869565217
"sv020014",0,"match",1,"pentagon","pentagon",NA,742.920454545455,757.35,0.795454545454545
"sv020014",0,"match",1,"square","square",NA,697.062840909091,671.89,0.909090909090909
"sv020014",0,"match",1,"triangle","triangle",NA,663.801666666667,667.09,0.979166666666667
"sv020014",0,"match",2,"circular","circular",NA,691.099565217391,679.6375,1
"sv020014",0,"match",2,"pentagon","pentagon",NA,772.456777777778,752.43,0.888888888888889
"sv020014",0,"match",2,"square","square",NA,718.0896875,712.115,0.958333333333333
"sv020014",0,"match",2,"triangle","triangle",NA,720.141041666667,690.7425,0.9375
"sv020014",0,"match",3,"circular","circular",NA,628.352446808511,613.175,0.936170212765957
"sv020014",0,"match",3,"pentagon","pentagon",NA,739.298333333333,714.755,0.866666666666667
