"subj_idx","series","condition","misNum","shapeEn","shapeNameEn","characterNameEn","rt","acc","med_rt"
"sv020009",1,"match",2,"circular",NA,"stranger",748.836666666667,0.9375,744.44
"sv020009",1,"match",2,"pentagon",NA,"friend",729.018125,0.979166666666667,696.525
"sv020009",1,"match",2,"square",NA,"mother",686.493541666667,0.958333333333333,686.625
"sv020009",1,"match",2,"triangle",NA,"self",649.8603125,1,646.345
"sv020009",1,"match",3,"circular",NA,"stranger",731.262567567568,0.75,709.965
"sv020009",1,"match",3,"pentagon",NA,"friend",720.449268292683,0.791666666666667,707.03
"sv020009",1,"match",3,"square",NA,"mother",666.710138888889,0.666666666666667,660.295
"sv020009",1,"match",3,"triangle",NA,"self",652.97282051282,0.791666666666667,635.545
"sv020009",1,"mismatch",1,"circular",NA,"self",751.566666666667,0.9375,746
"sv020009",1,"mismatch",1,"pentagon",NA,"stranger",752.5075,0.979166666666667,734.3275
"sv020009",1,"mismatch",1,"square",NA,"friend",826.4878125,0.895833333333333,807.8725
"sv020009",1,"mismatch",1,"triangle",NA,"mother",732.126041666667,0.958333333333333,711.4175
"sv020009",1,"mismatch",2,"circular",NA,"mother",773.997083333333,0.916666666666667,767.695
"sv020009",1,"mismatch",2,"circular",NA,"self",706.080208333333,0.75,715.0525
"sv020009",1,"mismatch",2,"pentagon",NA,"self",744.228333333333,1,741.2675
"sv020009",1,"mismatch",2,"pentagon",NA,"stranger",862.537916666667,1,841.67
"sv020009",1,"mismatch",2,"square",NA,"friend",801.022291666667,0.833333333333333,784.73
"sv020009",1,"mismatch",2,"square",NA,"stranger",827.632291666667,1,810.375
"sv020009",1,"mismatch",2,"triangle",NA,"friend",722.073125,1,702.86
"sv020009",1,"mismatch",2,"triangle",NA,"mother",707.648958333333,1,708.9775
"sv020009",1,"mismatch",3,"circular",NA,"friend",850.098846153846,0.8125,798.41
"sv020009",1,"mismatch",3,"circular",NA,"mother",773.73,0.75,778.77
"sv020009",1,"mismatch",3,"circular",NA,"self",734.719166666667,0.625,772.705
"sv020009",1,"mismatch",3,"pentagon",NA,"mother",809.002666666667,0.875,772.48
"sv020009",1,"mismatch",3,"pentagon",NA,"self",689.01875,0.5,664.61
"sv020009",1,"mismatch",3,"pentagon",NA,"stranger",815.370714285714,0.8125,777.53
"sv020009",1,"mismatch",3,"square",NA,"friend",848.426666666667,0.5,784.835
"sv020009",1,"mismatch",3,"square",NA,"self",717.720625,0.4375,752.645
"sv020009",1,"mismatch",3,"square",NA,"stranger",779.375416666667,0.75,735.0425
"sv020009",1,"mismatch",3,"triangle",NA,"friend",742.761818181818,0.625,710.195
"sv020009",1,"mismatch",3,"triangle",NA,"mother",683.260357142857,0.875,659.08
"sv020009",1,"mismatch",3,"triangle",NA,"stranger",688.185416666667,0.75,697.71
"sv020010",0,"match",1,"circular","circular",NA,712.170212765957,0.895833333333333,659
"sv020010",0,"match",1,"pentagon","pentagon",NA,798.729166666667,0.9375,758.5
"sv020010",0,"match",1,"square","square",NA,705.979166666667,0.958333333333333,691.5
"sv020010",0,"match",1,"triangle","triangle",NA,679.208333333333,1,633.5
"sv020010",0,"match",2,"circular","circular",NA,663.020833333333,0.958333333333333,617.5
"sv020010",0,"match",2,"pentagon","pentagon",NA,749.083333333333,0.833333333333333,699.5
"sv020010",0,"match",2,"square","square",NA,683.31914893617,0.854166666666667,648
"sv020010",0,"match",2,"triangle","triangle",NA,686.391304347826,0.895833333333333,649.5
"sv020010",0,"match",3,"circular","circular",NA,688.222222222222,0.666666666666667,649
"sv020010",0,"match",3,"pentagon","pentagon",NA,732.978260869565,0.854166666666667,696
"sv020010",0,"match",3,"square","square",NA,723.404761904762,0.770833333333333,677.5
"sv020010",0,"match",3,"triangle","triangle",NA,725.4,0.833333333333333,666
"sv020010",0,"mismatch",1,"circular","triangle",NA,726.595744680851,0.9375,707
"sv020010",0,"mismatch",1,"pentagon","circular",NA,793.770833333333,0.979166666666667,779
"sv020010",0,"mismatch",1,"square","pentagon",NA,747.666666666667,0.895833333333333,709
"sv020010",0,"mismatch",1,"triangle","square",NA,738.291666666667,0.958333333333333,721.5
"sv020010",0,"mismatch",2,"circular","square",NA,792.708333333333,0.958333333333333,729.5
"sv020010",0,"mismatch",2,"circular","triangle",NA,712,0.833333333333333,716
"sv020010",0,"mismatch",2,"pentagon","circular",NA,777.291666666667,0.958333333333333,731.5
"sv020010",0,"mismatch",2,"pentagon","triangle",NA,715.041666666667,0.833333333333333,717.5
"sv020010",0,"mismatch",2,"square","circular",NA,734.652173913043,0.833333333333333,714
"sv020010",0,"mismatch",2,"square","pentagon",NA,777.521739130435,0.833333333333333,709
"sv020010",0,"mismatch",2,"triangle","pentagon",NA,712.916666666667,0.958333333333333,718
"sv020010",0,"mismatch",2,"triangle","square",NA,694.739130434783,0.833333333333333,663
"sv020010",0,"mismatch",3,"circular","pentagon",NA,720.142857142857,0.6875,699.5
"sv020010",0,"mismatch",3,"circular","square",NA,800.25,0.9375,743
"sv020010",0,"mismatch",3,"circular","triangle",NA,814.133333333333,0.875,720
"sv020010",0,"mismatch",3,"pentagon","circular",NA,718.071428571429,0.5,689
"sv020010",0,"mismatch",3,"pentagon","square",NA,980.076923076923,0.5,906
"sv020010",0,"mismatch",3,"pentagon","triangle",NA,780.3125,0.8125,734
"sv020010",0,"mismatch",3,"square","circular",NA,697.8125,0.9375,687.5
"sv020010",0,"mismatch",3,"square","pentagon",NA,836.692307692308,0.6875,744
"sv020010",0,"mismatch",3,"square","triangle",NA,730.5625,0.9375,760.5
"sv020010",0,"mismatch",3,"triangle","circular",NA,691.5625,0.9375,685
"sv020010",0,"mismatch",3,"triangle","pentagon",NA,769.875,0.9375,722
"sv020010",0,"mismatch",3,"triangle","square",NA,764.066666666667,0.8125,769
"sv020010",1,"match",1,"circular",NA,"stranger",851.083333333333,0.791666666666667,801.5
"sv020010",1,"match",1,"pentagon",NA,"friend",854.145833333333,0.729166666666667,803
"sv020010",1,"match",1,"square",NA,"mother",835.479166666667,0.645833333333333,801.5
"sv020010",1,"match",1,"triangle",NA,"self",781.895833333333,0.770833333333333,724.5
"sv020010",1,"match",2,"circular",NA,"stranger",826,0.8125,776.5
"sv020010",1,"match",2,"pentagon",NA,"friend",814.622222222222,0.75,727
"sv020010",1,"match",2,"square",NA,"mother",811.627906976744,0.479166666666667,737
"sv020010",1,"match",2,"triangle",NA,"self",694.704545454545,0.833333333333333,662
"sv020010",1,"match",3,"circular",NA,"stranger",828.914893617021,0.6875,768
"sv020010",1,"match",3,"pentagon",NA,"friend",849.893617021277,0.75,814
"sv020010",1,"match",3,"square",NA,"mother",751.829787234043,0.854166666666667,716
"sv020010",1,"match",3,"triangle",NA,"self",729.583333333333,0.916666666666667,698
"sv020010",1,"mismatch",1,"circular",NA,"self",855.729166666667,0.958333333333333,822
"sv020010",1,"mismatch",1,"pentagon",NA,"stranger",903.425531914894,0.8125,895
"sv020010",1,"mismatch",1,"square",NA,"friend",825.479166666667,0.833333333333333,813
"sv020010",1,"mismatch",1,"triangle",NA,"mother",778.854166666667,0.833333333333333,743
"sv020010",1,"mismatch",2,"circular",NA,"mother",880.375,1,845.5
"sv020010",1,"mismatch",2,"circular",NA,"self",824.95652173913,0.875,733
"sv020010",1,"mismatch",2,"pentagon",NA,"self",741.136363636364,0.875,749
"sv020010",1,"mismatch",2,"pentagon",NA,"stranger",894.857142857143,0.833333333333333,885
"sv020010",1,"mismatch",2,"square",NA,"friend",829.173913043478,0.625,813
"sv020010",1,"mismatch",2,"square",NA,"stranger",769.545454545455,0.875,764
"sv020010",1,"mismatch",2,"triangle",NA,"friend",760.045454545455,0.916666666666667,713.5
"sv020010",1,"mismatch",2,"triangle",NA,"mother",818.5,0.791666666666667,744
"sv020010",1,"mismatch",3,"circular",NA,"friend",950.6875,0.9375,909
"sv020010",1,"mismatch",3,"circular",NA,"mother",792.25,0.75,770
"sv020010",1,"mismatch",3,"circular",NA,"self",810.75,0.9375,791
"sv020010",1,"mismatch",3,"pentagon",NA,"mother",854.333333333333,0.8125,836
"sv020010",1,"mismatch",3,"pentagon",NA,"self",842.875,0.875,882
"sv020010",1,"mismatch",3,"pentagon",NA,"stranger",911.25,0.875,859
"sv020010",1,"mismatch",3,"square",NA,"friend",988.4375,0.5625,930
"sv020010",1,"mismatch",3,"square",NA,"self",838.0625,0.9375,787
"sv020010",1,"mismatch",3,"square",NA,"stranger",839.4375,0.875,810
"sv020010",1,"mismatch",3,"triangle",NA,"friend",869,0.9375,794.5
"sv020010",1,"mismatch",3,"triangle",NA,"mother",834,0.5625,792
"sv020010",1,"mismatch",3,"triangle",NA,"stranger",806.8,0.8125,818
"sv020011",0,"match",1,"circular","circular",NA,656.61914893617,0.979166666666667,601.3
"sv020011",0,"match",1,"pentagon","pentagon",NA,712.183333333333,0.916666666666667,683.6
"sv020011",0,"match",1,"square","square",NA,643.102083333333,0.916666666666667,628.75
"sv020011",0,"match",1,"triangle","triangle",NA,672.258333333333,0.916666666666667,661.8
"sv020011",0,"match",2,"circular","circular",NA,657.541666666667,1,633.7
"sv020011",0,"match",2,"pentagon","pentagon",NA,757.695833333333,0.916666666666667,733.7
"sv020011",0,"match",2,"square","square",NA,678.302083333333,1,655.55
"sv020011",0,"match",2,"triangle","triangle",NA,701.633333333333,0.958333333333333,672.5
"sv020011",0,"match",3,"circular","circular",NA,710.954166666667,1,687.1
"sv020011",0,"match",3,"pentagon","pentagon",NA,822.827659574468,0.875,792
"sv020011",0,"match",3,"square","square",NA,721.179166666667,0.979166666666667,707.05
"sv020011",0,"match",3,"triangle","triangle",NA,754.633333333333,0.979166666666667,734.4
"sv020011",0,"mismatch",1,"circular","triangle",NA,754.621276595745,0.958333333333333,715.8
"sv020011",0,"mismatch",1,"pentagon","circular",NA,716.45625,0.979166666666667,688.65
"sv020011",0,"mismatch",1,"square","pentagon",NA,794.360416666667,0.958333333333333,762.5
"sv020011",0,"mismatch",1,"triangle","square",NA,746.927083333333,0.979166666666667,709.1
"sv020011",0,"mismatch",2,"circular","square",NA,811.533333333333,1,762.9
"sv020011",0,"mismatch",2,"circular","triangle",NA,825.566666666667,1,794.6
"sv020011",0,"mismatch",2,"pentagon","circular",NA,696.095833333333,1,691.75
"sv020011",0,"mismatch",2,"pentagon","triangle",NA,763.3875,1,746.7
"sv020011",0,"mismatch",2,"square","circular",NA,706.475,1,684.5
"sv020011",0,"mismatch",2,"square","pentagon",NA,804.7875,0.958333333333333,811.75
"sv020011",0,"mismatch",2,"triangle","pentagon",NA,769.841666666667,1,739.5
"sv020011",0,"mismatch",2,"triangle","square",NA,739.329166666667,1,748.7
"sv020011",0,"mismatch",3,"circular","pentagon",NA,777.7875,0.9375,785.85
"sv020011",0,"mismatch",3,"circular","square",NA,819.9125,1,771.65
"sv020011",0,"mismatch",3,"circular","triangle",NA,800.45,0.9375,814.55
"sv020011",0,"mismatch",3,"pentagon","circular",NA,746.925,1,729.65
"sv020011",0,"mismatch",3,"pentagon","square",NA,837.446666666667,0.8125,833.4
"sv020011",0,"mismatch",3,"pentagon","triangle",NA,752.92,0.9375,752.6
"sv020011",0,"mismatch",3,"square","circular",NA,831.9,0.875,773.65
"sv020011",0,"mismatch",3,"square","pentagon",NA,872.8375,1,845.9
"sv020011",0,"mismatch",3,"square","triangle",NA,818.0375,1,763.15
"sv020011",0,"mismatch",3,"triangle","circular",NA,714.90625,0.9375,699.75
"sv020011",0,"mismatch",3,"triangle","pentagon",NA,775.85625,1,732.9
"sv020011",0,"mismatch",3,"triangle","square",NA,814.90625,1,786.35
"sv020011",1,"match",1,"circular",NA,"stranger",909.102083333333,0.729166666666667,878.9
"sv020011",1,"match",1,"pentagon",NA,"friend",846.770833333333,0.791666666666667,781.95
"sv020011",1,"match",1,"square",NA,"mother",1025.95,0.666666666666667,943.95
"sv020011",1,"match",1,"triangle",NA,"self",852.00625,0.895833333333333,779.6
"sv020011",1,"match",2,"circular",NA,"stranger",907.520833333333,0.770833333333333,845.7
"sv020011",1,"match",2,"pentagon",NA,"friend",990.470212765957,0.854166666666667,927.4
"sv020011",1,"match",2,"square",NA,"mother",937.997916666667,0.854166666666667,869.5
"sv020011",1,"match",2,"triangle",NA,"self",829.0375,0.958333333333333,789
"sv020011",1,"match",3,"circular",NA,"stranger",906.40625,0.895833333333333,848.5
"sv020011",1,"match",3,"pentagon",NA,"friend",893.485416666667,0.9375,834.85
"sv020011",1,"match",3,"square",NA,"mother",890.365217391304,0.895833333333333,813.1
"sv020011",1,"match",3,"triangle",NA,"self",840.841666666667,0.916666666666667,811.45
"sv020011",1,"mismatch",1,"circular",NA,"self",957.575,0.916666666666667,909.6
"sv020011",1,"mismatch",1,"pentagon",NA,"stranger",975.560416666667,0.958333333333333,916.25
"sv020011",1,"mismatch",1,"square",NA,"friend",1062.08936170213,0.958333333333333,993.1
"sv020011",1,"mismatch",1,"triangle",NA,"mother",879.193617021277,0.958333333333333,882
"sv020011",1,"mismatch",2,"circular",NA,"mother",993.533333333333,1,921.55
"sv020011",1,"mismatch",2,"circular",NA,"self",1046.47826086957,0.916666666666667,1032.9
"sv020011",1,"mismatch",2,"pentagon",NA,"self",914.55,0.958333333333333,856
"sv020011",1,"mismatch",2,"pentagon",NA,"stranger",1003.15416666667,0.958333333333333,876.6
"sv020011",1,"mismatch",2,"square",NA,"friend",1189.14583333333,0.958333333333333,1080.05
"sv020011",1,"mismatch",2,"square",NA,"stranger",962.8875,1,917.35
"sv020011",1,"mismatch",2,"triangle",NA,"friend",935.121739130435,0.958333333333333,944
"sv020011",1,"mismatch",2,"triangle",NA,"mother",935.104166666667,1,892.9
"sv020011",1,"mismatch",3,"circular",NA,"friend",948.686666666667,0.875,976.7
"sv020011",1,"mismatch",3,"circular",NA,"mother",1019.14375,0.9375,952.25
"sv020011",1,"mismatch",3,"circular",NA,"self",1170.2875,0.875,1194.15
"sv020011",1,"mismatch",3,"pentagon",NA,"mother",1007.78666666667,0.875,989.1
"sv020011",1,"mismatch",3,"pentagon",NA,"self",869.39375,1,868.6
"sv020011",1,"mismatch",3,"pentagon",NA,"stranger",1023.71875,0.9375,1051.5
"sv020011",1,"mismatch",3,"square",NA,"friend",1050.32666666667,0.8125,913.4
"sv020011",1,"mismatch",3,"square",NA,"self",899.9375,1,850.4
"sv020011",1,"mismatch",3,"square",NA,"stranger",1060.54375,1,936.75
"sv020011",1,"mismatch",3,"triangle",NA,"friend",1019.41875,0.9375,982.3
"sv020011",1,"mismatch",3,"triangle",NA,"mother",827.25,1,828.25
"sv020011",1,"mismatch",3,"triangle",NA,"stranger",962.825,0.9375,932.3
"sv020012",0,"match",1,"circular","circular",NA,588.86875,1,589.25
"sv020012",0,"match",1,"pentagon","pentagon",NA,741.689583333333,0.979166666666667,703.1
"sv020012",0,"match",1,"square","square",NA,664.957446808511,0.979166666666667,653.7
"sv020012",0,"match",1,"triangle","triangle",NA,628.266666666667,1,603.6
"sv020012",0,"match",2,"circular","circular",NA,607.98125,1,577.3
"sv020012",0,"match",2,"pentagon","pentagon",NA,701.73125,1,688.6
"sv020012",0,"match",2,"square","square",NA,650.108333333333,1,629.9
"sv020012",0,"match",2,"triangle","triangle",NA,630.041666666667,1,616.8
"sv020012",0,"match",3,"circular","circular",NA,572.397916666667,0.979166666666667,552.5
"sv020012",0,"match",3,"pentagon","pentagon",NA,656.191666666667,0.979166666666667,626.55
"sv020012",0,"match",3,"square","square",NA,601.870833333333,1,576
"sv020012",0,"match",3,"triangle","triangle",NA,594.3875,1,569.6
"sv020012",0,"mismatch",1,"circular","triangle",NA,770.8875,1,722.05
"sv020012",0,"mismatch",1,"pentagon","circular",NA,757.870833333333,1,742.8
"sv020012",0,"mismatch",1,"square","pentagon",NA,734.991666666667,0.958333333333333,716.8
"sv020012",0,"mismatch",1,"triangle","square",NA,751.310416666667,0.9375,744.4
"sv020012",0,"mismatch",2,"circular","square",NA,730.441666666667,1,696.5
"sv020012",0,"mismatch",2,"circular","triangle",NA,728.329166666667,1,728.65
"sv020012",0,"mismatch",2,"pentagon","circular",NA,757.508333333333,1,700.95
"sv020012",0,"mismatch",2,"pentagon","triangle",NA,724.275,1,708.15
"sv020012",0,"mismatch",2,"square","circular",NA,708.179166666667,0.958333333333333,711.5
"sv020012",0,"mismatch",2,"square","pentagon",NA,731.629166666667,0.958333333333333,688.35
"sv020012",0,"mismatch",2,"triangle","pentagon",NA,809.075,1,776.1
"sv020012",0,"mismatch",2,"triangle","square",NA,721.1625,1,701.3
"sv020012",0,"mismatch",3,"circular","pentagon",NA,655.66875,1,635.65
"sv020012",0,"mismatch",3,"circular","square",NA,757.19375,1,722.8
"sv020012",0,"mismatch",3,"circular","triangle",NA,666.5625,1,661.6
"sv020012",0,"mismatch",3,"pentagon","circular",NA,644.53125,1,642.4
"sv020012",0,"mismatch",3,"pentagon","square",NA,644.14375,1,630.45
"sv020012",0,"mismatch",3,"pentagon","triangle",NA,728.875,1,668.35
"sv020012",0,"mismatch",3,"square","circular",NA,703.55,0.9375,648.7
"sv020012",0,"mismatch",3,"square","pentagon",NA,648.45625,0.9375,640.55
"sv020012",0,"mismatch",3,"square","triangle",NA,694.80625,1,655.45
"sv020012",0,"mismatch",3,"triangle","circular",NA,653.5,1,617.75
"sv020012",0,"mismatch",3,"triangle","pentagon",NA,689.00625,1,677.1
"sv020012",0,"mismatch",3,"triangle","square",NA,705.3,0.9375,675.95
"sv020012",1,"match",1,"circular",NA,"stranger",792.204166666667,0.958333333333333,737.95
"sv020012",1,"match",1,"pentagon",NA,"friend",789.302083333333,1,707.5
"sv020012",1,"match",1,"square",NA,"mother",742.24375,1,679.8
"sv020012",1,"match",1,"triangle",NA,"self",768.08125,1,706.35
"sv020012",1,"match",2,"circular",NA,"stranger",730.541666666667,0.958333333333333,706.85
"sv020012",1,"match",2,"pentagon",NA,"friend",790.777083333333,1,734.15
"sv020012",1,"match",2,"square",NA,"mother",710.802083333333,1,669
"sv020012",1,"match",2,"triangle",NA,"self",756.375,0.979166666666667,700.2
"sv020012",1,"match",3,"circular",NA,"stranger",727.852083333333,1,680.4
"sv020012",1,"match",3,"pentagon",NA,"friend",718.533333333333,1,689.3
"sv020012",1,"match",3,"square",NA,"mother",721.429166666667,0.9375,667.65
"sv020012",1,"match",3,"triangle",NA,"self",699.5375,1,644.5
"sv020012",1,"mismatch",1,"circular",NA,"self",820.11875,1,787.2
"sv020012",1,"mismatch",1,"pentagon",NA,"stranger",895.897916666667,1,876.45
"sv020012",1,"mismatch",1,"square",NA,"friend",866.985416666667,0.875,824.05
"sv020012",1,"mismatch",1,"triangle",NA,"mother",809.279166666667,1,783.65
"sv020012",1,"mismatch",2,"circular",NA,"mother",761.266666666667,1,733.9
"sv020012",1,"mismatch",2,"circular",NA,"self",817.554166666667,0.958333333333333,757.45
"sv020012",1,"mismatch",2,"pentagon",NA,"self",834.333333333333,1,773.3
"sv020012",1,"mismatch",2,"pentagon",NA,"stranger",810.395833333333,0.958333333333333,773.95
"sv020012",1,"mismatch",2,"square",NA,"friend",856.7625,0.916666666666667,821.95
"sv020012",1,"mismatch",2,"square",NA,"stranger",816.8,1,792.7
"sv020012",1,"mismatch",2,"triangle",NA,"friend",797.841666666667,1,779.15
"sv020012",1,"mismatch",2,"triangle",NA,"mother",829.020833333333,1,808.65
"sv020012",1,"mismatch",3,"circular",NA,"friend",837.775,1,760.3
"sv020012",1,"mismatch",3,"circular",NA,"mother",815.325,1,737.7
"sv020012",1,"mismatch",3,"circular",NA,"self",832.73125,1,795.3
"sv020012",1,"mismatch",3,"pentagon",NA,"mother",890.36875,1,829.9
"sv020012",1,"mismatch",3,"pentagon",NA,"self",797.2625,1,714.8
"sv020012",1,"mismatch",3,"pentagon",NA,"stranger",914.1375,1,820.1
"sv020012",1,"mismatch",3,"square",NA,"friend",935.0125,1,854.2
"sv020012",1,"mismatch",3,"square",NA,"self",814.14375,1,775.85
"sv020012",1,"mismatch",3,"square",NA,"stranger",789.73125,1,720.25
"sv020012",1,"mismatch",3,"triangle",NA,"friend",733.0625,1,700.75
"sv020012",1,"mismatch",3,"triangle",NA,"mother",750.6125,1,709
"sv020012",1,"mismatch",3,"triangle",NA,"stranger",832.133333333333,0.875,728.7
"sv020013",0,"match",1,"circular","circular",NA,520.26666666875,1,501.99999995
"sv020013",0,"match",1,"pentagon","pentagon",NA,584.135416666667,0.958333333333333,580.4499999
"sv020013",0,"match",1,"square","square",NA,546.278723412766,0.979166666666667,521.7
"sv020013",0,"match",1,"triangle","triangle",NA,542.6541666625,0.916666666666667,523.3999999
"sv020013",0,"match",2,"circular","circular",NA,499.98749999375,0.833333333333333,489.5
"sv020013",0,"match",2,"pentagon","pentagon",NA,557.589583320833,0.875,548.79999995
"sv020013",0,"match",2,"square","square",NA,494.366666664583,0.979166666666667,490.05000005
"sv020013",0,"match",2,"triangle","triangle",NA,522.625000008333,0.9375,505.45000005
"sv020013",0,"match",3,"circular","circular",NA,508.679166670833,0.9375,479.90000005
"sv020013",0,"match",3,"pentagon","pentagon",NA,532.608333314583,0.916666666666667,529.4
"sv020013",0,"match",3,"square","square",NA,524.0812500125,0.979166666666667,518
"sv020013",0,"match",3,"triangle","triangle",NA,505.160416677083,0.916666666666667,501.5
"sv020013",0,"mismatch",1,"circular","triangle",NA,593.952083335417,0.895833333333333,583.65000005
"sv020013",0,"mismatch",1,"pentagon","circular",NA,577.839583325,1,566.54999995
"sv020013",0,"mismatch",1,"square","pentagon",NA,625.856521730435,0.916666666666667,616.59999995
"sv020013",0,"mismatch",1,"triangle","square",NA,595.864583347917,0.958333333333333,593.45000005
"sv020013",0,"mismatch",2,"circular","square",NA,565.912500004167,0.958333333333333,551.59999995
"sv020013",0,"mismatch",2,"circular","triangle",NA,536.06666665,1,510.8
"sv020013",0,"mismatch",2,"pentagon","circular",NA,533.7458333375,0.958333333333333,529.30000005
"sv020013",0,"mismatch",2,"pentagon","triangle",NA,605.345833325,0.916666666666667,586.1
"sv020013",0,"mismatch",2,"square","circular",NA,539.541666658333,0.958333333333333,535.1
"sv020013",0,"mismatch",2,"square","pentagon",NA,592.1125,0.833333333333333,563.45
"sv020013",0,"mismatch",2,"triangle","pentagon",NA,592.883333333333,0.916666666666667,571.85
"sv020013",0,"mismatch",2,"triangle","square",NA,581.016666666667,0.916666666666667,582.10000005
"sv020013",0,"mismatch",3,"circular","pentagon",NA,535.4125,0.9375,521.75
"sv020013",0,"mismatch",3,"circular","square",NA,560.600000006667,0.9375,537.6
"sv020013",0,"mismatch",3,"circular","triangle",NA,527.40624999375,0.9375,531
"sv020013",0,"mismatch",3,"pentagon","circular",NA,562.768750025,1,534.45000005
"sv020013",0,"mismatch",3,"pentagon","square",NA,604.06250000625,0.875,598.04999995
"sv020013",0,"mismatch",3,"pentagon","triangle",NA,526.02500000625,0.9375,532.05
"sv020013",0,"mismatch",3,"square","circular",NA,530.68125000625,1,530.75000005
"sv020013",0,"mismatch",3,"square","pentagon",NA,488.2562500125,0.6875,498.94999995
"sv020013",0,"mismatch",3,"square","triangle",NA,546.413333353333,0.9375,541.0999999
"sv020013",0,"mismatch",3,"triangle","circular",NA,525.16666666,0.9375,520.3
"sv020013",0,"mismatch",3,"triangle","pentagon",NA,556.88125001875,0.9375,553.9
"sv020013",0,"mismatch",3,"triangle","square",NA,561.286666666667,0.875,547.7
"sv020013",1,"match",1,"circular",NA,"stranger",585.233333345833,0.645833333333333,590.5
"sv020013",1,"match",1,"pentagon",NA,"friend",594.747916670833,0.875,576.69999995
"sv020013",1,"match",1,"square",NA,"mother",559.70625000625,0.854166666666667,553.19999995
"sv020013",1,"match",1,"triangle",NA,"self",550.193617017021,0.854166666666667,524.5
"sv020013",1,"match",2,"circular",NA,"stranger",610.155319165958,0.708333333333333,586.3
"sv020013",1,"match",2,"pentagon",NA,"friend",617.678723404255,0.791666666666667,594
"sv020013",1,"match",2,"square",NA,"mother",582.612500002083,0.958333333333333,562.6
"sv020013",1,"match",2,"triangle",NA,"self",539.655319146809,0.854166666666667,538.0999999
"sv020013",1,"match",3,"circular",NA,"stranger",565.747916660417,0.666666666666667,551.3
"sv020013",1,"match",3,"pentagon",NA,"friend",599.75833331875,0.770833333333333,578.1
"sv020013",1,"match",3,"square",NA,"mother",569.131250004167,0.875,544.45000005
"sv020013",1,"match",3,"triangle",NA,"self",537.966666664583,0.958333333333333,506.85000005
"sv020013",1,"mismatch",1,"circular",NA,"self",594.197916654167,0.875,585.4
"sv020013",1,"mismatch",1,"pentagon",NA,"stranger",606.637500010417,0.9375,597.80000005
"sv020013",1,"mismatch",1,"square",NA,"friend",657.18124999375,0.958333333333333,651.00000005
"sv020013",1,"mismatch",1,"triangle",NA,"mother",608.262499989583,0.979166666666667,600.30000005
"sv020013",1,"mismatch",2,"circular",NA,"mother",595.895833320833,0.916666666666667,601.85
"sv020013",1,"mismatch",2,"circular",NA,"self",570.047826108696,0.833333333333333,574.7
"sv020013",1,"mismatch",2,"pentagon",NA,"self",638.2041666625,0.958333333333333,613.65
"sv020013",1,"mismatch",2,"pentagon",NA,"stranger",631.712500004167,0.875,614.85
"sv020013",1,"mismatch",2,"square",NA,"friend",649.458333329167,0.791666666666667,589.55
"sv020013",1,"mismatch",2,"square",NA,"stranger",604.373913047826,0.875,588.9
"sv020013",1,"mismatch",2,"triangle",NA,"friend",621.516666666667,0.875,600
"sv020013",1,"mismatch",2,"triangle",NA,"mother",603.959090904545,0.791666666666667,585.29999995
"sv020013",1,"mismatch",3,"circular",NA,"friend",540.15625,0.9375,539.55000005
"sv020013",1,"mismatch",3,"circular",NA,"mother",571.89374998125,0.9375,586.4
"sv020013",1,"mismatch",3,"circular",NA,"self",539.06250001875,0.625,543.65
"sv020013",1,"mismatch",3,"pentagon",NA,"mother",576.75,0.8125,569.2
"sv020013",1,"mismatch",3,"pentagon",NA,"self",567.26249999375,0.875,580.19999995
"sv020013",1,"mismatch",3,"pentagon",NA,"stranger",579.95625001875,0.9375,539.85
"sv020013",1,"mismatch",3,"square",NA,"friend",577.2,0.875,549.5
"sv020013",1,"mismatch",3,"square",NA,"self",606.89999999375,0.875,608.64999995
"sv020013",1,"mismatch",3,"square",NA,"stranger",542.26250000625,1,520.45000005
"sv020013",1,"mismatch",3,"triangle",NA,"friend",581.81874999375,0.8125,587.75
"sv020013",1,"mismatch",3,"triangle",NA,"mother",577.13749999375,0.9375,576.8
"sv020013",1,"mismatch",3,"triangle",NA,"stranger",565.55624999375,1,572.09999995
"sv020014",0,"match",1,"circular","circular",NA,651.5115625,0.979166666666667,631.6575
"sv020014",0,"match",1,"pentagon","pentagon",NA,773.97085106383,0.791666666666667,763.225
"sv020014",0,"match",1,"square","square",NA,714.389574468085,0.895833333333333,672.87
"sv020014",0,"match",1,"triangle","triangle",NA,663.801666666667,0.979166666666667,667.09
"sv020014",0,"match",2,"circular","circular",NA,710.12875,1,683.4825
"sv020014",0,"match",2,"pentagon","pentagon",NA,801.035625,0.895833333333333,800.185
"sv020014",0,"match",2,"square","square",NA,718.0896875,0.958333333333333,712.115
"sv020014",0,"match",2,"triangle","triangle",NA,720.141041666667,0.9375,690.7425
"sv020014",0,"match",3,"circular","circular",NA,624.073541666667,0.9375,610.0975
"sv020014",0,"match",3,"pentagon","pentagon",NA,758.18125,0.854166666666667,717.67
"sv020014",0,"match",3,"square","square",NA,693.9453125,0.9375,695.62
"sv020014",0,"match",3,"triangle","triangle",NA,665.150625,0.958333333333333,642.51
"sv020014",0,"mismatch",1,"circular","triangle",NA,765.814895833333,1,734.6425
"sv020014",0,"mismatch",1,"pentagon","circular",NA,757.635638297872,0.916666666666667,754.24
"sv020014",0,"mismatch",1,"square","pentagon",NA,765.0878125,1,733.87
